customerid,customer_name,gender,country,state,dob,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,escalations,csat_score,complaint_count
104652,Mahika Sengupta,Female,India,Maharashtra,1968-07-16,2022-11-10 22:45:37,Regular,2023-07-14 22:45:37,Basic,Monthly,,Active,474,6162.0,33,0,0,4,1
104653,Joshua Srinivas,Male,India,Karnataka,1992-08-03,2022-02-24 14:57:44,Regular,2022-07-27 14:57:44,Standard,Monthly,,Active,628,30772.0,52,0,1,4,0
104654,Nakul Khurana,Female,India,Karnataka,1991-09-14,2023-09-30 07:49:30,Premium,2023-11-05 07:49:30,Premium,Monthly,,Active,1313,76810.5,15,0,0,4,1
104655,Widisha Borde,Male,India,Gujarat,1990-02-14,2024-01-30 14:28:20,Premium,2024-05-13 14:28:20,Premium,Monthly,2024-09-20 14:28:20,High Pricing,936,69357.6,72,1,0,4,5
104656,Azaan Sahni,Male,India,Gujarat,1986-08-21,2022-12-07 01:22:20,Regular,2023-02-12 01:22:20,Standard,Monthly,,Active,880,43120.0,53,0,1,5,1
104657,Frado Dhingra,Female,India,Rajasthan,1970-08-30,2022-02-02 00:51:47,Regular,2022-10-16 00:51:47,Basic,Monthly,,Active,315,7245.0,53,0,2,4,2
104658,Kala Mall,Female,India,Maharashtra,1992-07-13,2022-12-09 12:37:04,Premium,2023-11-04 12:37:04,Premium,Monthly,2023-05-06 12:37:04,High Pricing,1287,53539.200000000004,98,1,3,5,2
104659,Avni Shetty,Male,India,Tamil Nadu,1970-06-03,2022-10-26 11:53:03,Regular,2023-04-21 11:53:03,Basic,Annual,,Active,303,11514.0,21,0,0,3,0
104660,Chavvi Wason,Female,India,Uttar Pradesh,1969-10-03,2024-05-25 08:10:53,Regular,2025-02-01 08:10:53,Standard,Monthly,2024-09-14 08:10:53,Poor Service,692,35292.0,94,1,2,2,5
104661,Darika Singhal,Male,India,Gujarat,1994-02-22,2024-02-01 00:09:12,Regular,2024-10-04 00:09:12,Basic,Annual,,Active,342,4788.0,18,0,0,4,1
104662,Libni Devan,Female,India,Karnataka,2001-10-05,2023-01-10 05:04:53,Premium,2023-06-18 05:04:53,Premium,Monthly,,Active,1341,83678.40000000001,26,0,0,4,0
104663,Geetika Chand,Male,India,Karnataka,1970-04-03,2023-11-01 17:45:37,Regular,2024-01-06 17:45:37,Standard,Monthly,,Active,681,40860.0,39,0,1,4,2
104664,Hema Walia,Female,India,Maharashtra,1966-12-02,2023-07-27 05:54:18,Regular,2023-09-25 05:54:18,Standard,Monthly,2024-01-23 05:54:18,Poor Service,547,20239.0,100,1,3,2,5
104665,Zayan Loyal,Female,India,Karnataka,1976-01-30,2023-09-28 01:14:12,Regular,2024-06-22 01:14:12,Basic,Monthly,2024-02-18 01:14:12,Poor Service,366,5856.0,74,1,0,1,2
104666,Bhavya Varghese,Female,India,Telangana,1970-09-05,2023-01-23 11:24:21,Regular,2023-04-04 11:24:21,Standard,Monthly,,Active,553,31521.0,26,0,0,3,1
104667,Dhriti Naik,Male,India,Maharashtra,1977-10-06,2023-11-02 11:08:20,Regular,2024-08-19 11:08:20,Standard,Monthly,,Active,601,18631.0,40,0,1,5,4
104668,Rayaan Pall,Female,India,Maharashtra,1997-09-15,2024-11-11 06:46:32,Regular,2025-03-30 06:46:32,Standard,Monthly,,Active,588,33516.0,29,0,0,4,0
104669,Rehaan Nayak,Female,India,Tamil Nadu,1966-01-30,2023-09-21 05:55:13,Regular,2024-03-05 05:55:13,Basic,Annual,,Active,444,23088.0,20,0,1,3,2
104670,Arya Lalla,Female,India,Telangana,1992-10-14,2022-07-21 09:30:51,Regular,2023-03-09 09:30:51,Standard,Monthly,2022-10-22 09:30:51,Poor Service,647,12293.0,92,1,1,1,2
104671,Raghav Dewan,Male,India,Delhi,1973-05-07,2024-07-05 12:14:03,Regular,2024-10-28 12:14:03,Basic,Monthly,,Active,401,21654.0,49,0,1,4,0
104672,Ranveer Pathak,Female,India,Tamil Nadu,1974-06-15,2024-01-15 04:23:30,Regular,2024-08-12 04:23:30,Standard,Monthly,,Active,802,31278.0,26,0,0,4,0
104673,Samarth Shere,Female,India,Delhi,1966-06-07,2024-04-24 00:34:33,Regular,2024-08-14 00:34:33,Basic,Annual,2024-08-27 00:34:33,Poor Service,452,18080.0,80,1,1,2,4
104674,Jacob Manne,Male,India,Maharashtra,1991-09-16,2024-12-10 13:51:46,Regular,2025-08-26 13:51:46,Basic,Monthly,,Active,486,25272.0,39,0,0,4,1
104675,Samesh Nazareth,Male,India,Delhi,1995-05-25,2023-02-04 10:40:34,Regular,2023-12-02 10:40:34,Basic,Annual,,Active,423,5499.0,20,0,0,4,0
104676,Watika Prasad,Female,India,Gujarat,2001-09-03,2024-02-07 12:20:28,Regular,2024-03-20 12:20:28,Basic,Monthly,,Active,415,5395.0,57,0,2,4,0
104677,Manya Sule,Male,India,Rajasthan,1995-03-26,2023-04-18 03:26:54,Regular,2023-06-04 03:26:54,Basic,Annual,,Active,363,17787.0,39,0,1,5,1
104678,Tripti Yogi,Female,India,Maharashtra,1988-12-07,2024-02-02 18:29:09,Premium,2024-08-18 18:29:09,Premium,Monthly,,Active,924,58858.8,29,0,0,4,1
104679,Madhav Kumar,Female,India,Gujarat,1969-01-08,2023-12-21 04:19:03,Regular,2024-03-09 04:19:03,Standard,Annual,,Active,760,41040.0,19,0,0,5,1
104680,Zayyan Dash,Female,India,Karnataka,1982-01-22,2022-12-10 14:32:31,Regular,2023-04-24 14:32:31,Basic,Monthly,,Active,486,16524.0,41,0,0,4,0
104681,Maya Aggarwal,Male,India,Gujarat,1987-03-23,2022-07-05 11:40:52,Regular,2022-11-19 11:40:52,Standard,Monthly,2023-01-22 11:40:52,Poor Service,866,18186.0,99,1,3,1,4
104682,Ranbir Kumar,Male,India,Maharashtra,1989-09-16,2024-04-12 19:52:21,Regular,2024-11-24 19:52:21,Standard,Monthly,,Active,796,44576.0,45,0,2,5,2
104683,Suhani Malhotra,Female,India,Karnataka,1999-09-14,2022-04-14 08:07:44,Premium,2022-12-18 08:07:44,Premium,Monthly,,Active,1100,55770.0,33,0,0,5,2
104684,Rushil Lata,Male,India,Uttar Pradesh,2001-04-12,2023-06-08 23:30:01,Regular,2023-11-12 23:30:01,Basic,Annual,,Active,447,13410.0,21,0,0,5,1
104685,Prisha Suri,Female,India,Gujarat,1983-08-26,2022-01-01 14:10:27,Regular,2022-08-12 14:10:27,Basic,Monthly,,Active,493,19227.0,31,0,0,3,4
104686,Vamakshi Sarkar,Male,India,Delhi,1968-11-22,2022-06-27 22:05:46,Premium,2022-09-05 22:05:46,Premium,Monthly,,Active,996,54381.6,26,0,1,3,1
104687,Dhriti Dar,Male,India,Karnataka,1986-11-14,2024-01-04 13:23:34,Regular,2024-06-01 13:23:34,Basic,Monthly,,Active,326,4238.0,45,0,0,5,0
104688,Pratyush Das,Male,India,Karnataka,1965-10-13,2024-01-23 05:15:38,Regular,2024-03-19 05:15:38,Basic,Monthly,,Active,342,13680.0,39,0,0,3,1
104689,Chatura Barman,Female,India,Delhi,1972-07-08,2022-11-09 01:33:19,Regular,2023-06-13 01:33:19,Basic,Monthly,,Active,496,12400.0,54,0,1,4,1
104690,Arunima Chokshi,Female,India,Uttar Pradesh,1997-09-27,2024-10-15 19:01:48,Regular,2025-09-30 19:01:48,Basic,Monthly,,Active,488,19032.0,57,0,2,5,2
104691,Joshua Char,Male,India,Rajasthan,1984-06-18,2024-07-16 06:37:36,Premium,2025-01-03 06:37:36,Premium,Monthly,,Active,1106,17253.600000000002,31,0,1,5,2
104692,Samarth Baral,Male,India,Delhi,1977-03-23,2022-02-06 06:06:55,Regular,2022-12-11 06:06:55,Basic,Monthly,,Active,392,21560.0,58,0,2,5,2
104693,Advaith Choudhury,Male,India,Delhi,1968-12-16,2024-07-22 23:02:10,Premium,2024-09-11 23:02:10,Premium,Monthly,,Active,1294,45419.4,54,0,2,5,0
104694,Aradhana Mane,Female,India,Uttar Pradesh,1980-12-25,2022-09-29 05:39:54,Premium,2022-11-24 05:39:54,Premium,Monthly,,Active,1155,72072.0,40,0,1,4,1
104695,Wridesh Kashyap,Male,India,Delhi,1969-01-06,2024-03-16 20:23:29,Regular,2024-05-09 20:23:29,Standard,Monthly,,Active,553,17696.0,33,0,0,4,0
104696,Amara Pandya,Female,India,Gujarat,1992-04-17,2023-11-26 12:30:12,Regular,2024-06-24 12:30:12,Basic,Monthly,,Active,409,10225.0,53,0,1,3,0
104697,Max Bajaj,Male,India,Karnataka,2002-11-14,2024-04-30 03:13:38,Regular,2024-11-22 03:13:38,Basic,Monthly,2024-06-09 03:13:38,Poor Service,420,22680.0,69,1,0,2,0
104698,Thomas Garg,Male,India,Telangana,1984-08-16,2024-03-21 18:34:24,Regular,2024-07-31 18:34:24,Standard,Annual,,Active,848,23744.0,19,0,0,4,3
104699,Samar Badal,Male,India,Gujarat,1997-06-09,2022-11-19 18:36:30,Regular,2023-05-20 18:36:30,Basic,Annual,2023-02-24 18:36:30,Poor Service,466,12116.0,67,1,1,1,1
104700,Gavin Madan,Female,India,Telangana,1989-12-07,2022-02-18 05:32:49,Regular,2023-02-06 05:32:49,Standard,Annual,2023-01-30 05:32:49,Poor Service,756,44604.0,83,1,2,1,2
104701,Jeet Chandran,Male,India,Telangana,1988-03-20,2023-12-11 01:59:32,Regular,2024-11-17 01:59:32,Basic,Monthly,2024-03-25 01:59:32,Poor Service,439,18438.0,75,1,0,1,3
104702,Niharika Kant,Male,India,Maharashtra,1998-11-26,2022-12-19 07:03:00,Premium,2023-10-15 07:03:00,Premium,Annual,,Active,1466,108630.6,0,0,0,3,1
104703,Tripti Gandhi,Female,India,Telangana,1993-02-23,2024-03-31 00:50:48,Regular,2024-11-10 00:50:48,Standard,Monthly,,Active,828,49680.0,34,0,0,4,1
104704,Thomas Mammen,Female,India,Telangana,1977-02-13,2022-06-29 05:46:58,Regular,2022-12-14 05:46:58,Standard,Monthly,,Active,816,38352.0,26,0,0,4,1
104705,Aarush Khare,Male,India,Karnataka,1981-03-30,2022-05-01 12:22:39,Premium,2022-08-30 12:22:39,Premium,Monthly,,Active,1014,32955.0,21,0,0,5,1
104706,Radhika Raju,Male,India,Maharashtra,1992-05-15,2023-04-10 15:50:35,Regular,2023-05-12 15:50:35,Basic,Annual,,Active,348,16356.0,36,0,1,3,0
104707,Tanay Kata,Female,India,Maharashtra,1968-03-24,2023-08-16 07:35:51,Regular,2024-01-17 07:35:51,Basic,Annual,,Active,429,16302.0,24,0,1,3,1
104708,Finn Rege,Male,India,Delhi,1971-12-27,2023-08-01 18:31:57,Regular,2023-09-17 18:31:57,Basic,Monthly,2023-10-25 18:31:57,Poor Service,457,6398.0,100,1,3,2,5
104709,Saanvi Doctor,Female,India,Karnataka,1976-12-19,2022-06-16 00:22:47,Regular,2023-01-12 00:22:47,Basic,Monthly,,Active,374,17578.0,29,0,0,4,0
104710,Lajita Bajaj,Female,India,Gujarat,1991-10-12,2024-10-17 15:03:05,Regular,2025-08-07 15:03:05,Standard,Annual,,Active,759,12903.0,54,0,0,2,0
104711,Samesh Swamy,Male,India,Maharashtra,1982-04-24,2022-01-04 11:47:11,Regular,2022-06-09 11:47:11,Basic,Annual,,Active,480,18240.0,28,0,1,4,0
104712,Hema Nagy,Male,India,Uttar Pradesh,1992-10-14,2023-03-26 12:13:58,Regular,2024-03-24 12:13:58,Basic,Annual,,Active,479,15807.0,20,0,0,4,3
104713,Xalak Tripathi,Male,India,Karnataka,1992-04-16,2023-06-19 15:11:11,Premium,2023-10-30 15:11:11,Premium,Monthly,,Active,1343,57614.700000000004,39,0,1,5,0
104714,Riya Jha,Female,India,Karnataka,2004-08-16,2023-06-14 13:59:47,Regular,2024-06-05 13:59:47,Basic,Monthly,2024-01-08 13:59:47,Poor Service,464,21808.0,69,1,0,2,0
104715,Maanas Brahmbhatt,Male,India,Delhi,1978-04-25,2023-07-28 17:43:14,Regular,2024-05-22 17:43:14,Standard,Monthly,,Active,687,29541.0,51,0,1,4,0
104716,Om Raval,Male,India,Gujarat,1990-02-18,2024-05-26 21:24:23,Regular,2024-12-30 21:24:23,Basic,Annual,,Active,348,13224.0,28,0,0,4,2
104717,Tejas Murthy,Female,India,Maharashtra,1981-01-12,2022-10-06 10:45:56,Regular,2023-07-31 10:45:56,Basic,Annual,,Active,450,8100.0,23,0,0,5,1
104718,Nidhi Mahal,Female,India,Karnataka,1968-04-18,2023-01-11 19:00:35,Regular,2023-10-18 19:00:35,Standard,Monthly,,Active,696,34800.0,45,0,0,3,0
104719,Bina Kashyap,Male,India,Maharashtra,1985-02-14,2024-05-10 23:55:48,Premium,2025-05-04 23:55:48,Premium,Monthly,,Active,1408,42099.200000000004,26,0,1,4,2
104720,Upasna Bajwa,Female,India,Telangana,1996-07-19,2023-02-23 23:27:07,Regular,2023-07-10 23:27:07,Basic,Annual,,Active,340,9180.0,43,0,2,3,0
104721,Dhruv Sethi,Male,India,Telangana,1982-06-27,2022-07-13 03:26:11,Regular,2023-03-21 03:26:11,Basic,Annual,2022-10-13 03:26:11,Poor Service,443,21707.0,69,1,0,2,1
104722,Lopa Pai,Male,India,Delhi,1968-01-25,2023-12-14 05:15:48,Regular,2024-09-29 05:15:48,Basic,Annual,,Active,314,5024.0,53,0,0,2,1
104723,Lakshmi Bahri,Male,India,Telangana,1987-12-20,2022-11-26 18:57:26,Regular,2023-09-01 18:57:26,Basic,Monthly,,Active,383,20299.0,27,0,0,3,2
104724,Rajata Sehgal,Male,India,Telangana,1975-11-20,2024-04-21 01:30:32,Regular,2024-08-13 01:30:32,Basic,Annual,,Active,350,21000.0,24,0,0,4,1
104725,Gaurav Sarkar,Male,India,Maharashtra,1988-11-13,2023-10-19 01:47:50,Regular,2024-07-15 01:47:50,Standard,Annual,,Active,849,39054.0,25,0,0,3,2
104726,Ijaya Karnik,Male,India,Rajasthan,2000-05-16,2023-09-29 20:29:52,Regular,2024-03-14 20:29:52,Basic,Monthly,,Active,405,8100.0,34,0,0,4,1
104727,Jeevika Lad,Female,India,Uttar Pradesh,1991-04-17,2022-03-25 14:24:01,Regular,2023-01-03 14:24:01,Standard,Annual,,Active,530,21200.0,27,0,0,3,1
104728,Nakul Ganguly,Female,India,Maharashtra,1999-10-05,2023-08-19 09:19:07,Regular,2024-02-16 09:19:07,Standard,Monthly,,Active,579,22002.0,43,0,0,3,4
104729,Zansi Wali,Female,India,Maharashtra,1968-07-16,2023-07-17 14:33:13,Regular,2023-12-09 14:33:13,Basic,Annual,,Active,451,19393.0,41,0,3,5,1
104730,Balhaar Raj,Male,India,Maharashtra,1990-09-13,2022-03-05 17:50:51,Regular,2022-11-12 17:50:51,Basic,Annual,,Active,413,8673.0,39,0,2,4,0
104731,Chanakya Karnik,Male,India,Maharashtra,1992-10-06,2022-09-18 04:06:55,Premium,2023-06-11 04:06:55,Premium,Monthly,,Active,1042,48765.6,26,0,1,4,1
104732,Nathan Chanda,Male,India,Telangana,1975-01-04,2022-02-03 02:24:17,Regular,2022-04-20 02:24:17,Basic,Monthly,2022-10-21 02:24:17,Poor Service,447,23691.0,80,1,0,2,2
104733,Zashil Buch,Female,India,Delhi,1978-02-08,2022-09-15 10:44:13,Regular,2023-06-29 10:44:13,Standard,Monthly,2023-07-27 10:44:13,Poor Service,713,34937.0,69,1,0,2,1
104734,Sneha Dixit,Female,India,Telangana,1971-01-27,2023-08-22 01:32:14,Regular,2023-12-24 01:32:14,Basic,Annual,,Active,485,17460.0,13,0,0,4,1
104735,Lucky Sarin,Male,India,Telangana,1999-01-29,2024-10-20 07:09:48,Regular,2025-03-28 07:09:48,Standard,Annual,,Active,664,9960.0,26,0,0,5,0
104736,Quincy Karnik,Male,India,Gujarat,1997-03-26,2022-09-01 16:45:31,Regular,2023-03-07 16:45:31,Basic,Monthly,,Active,328,17712.0,57,0,2,3,1
104737,Devika Ganesan,Male,India,Tamil Nadu,1983-01-17,2023-08-02 17:55:20,Regular,2024-01-31 17:55:20,Basic,Annual,,Active,483,25116.0,21,0,0,4,1
104738,Vincent Chanda,Male,India,Maharashtra,2003-04-09,2024-11-03 15:35:17,Regular,2025-02-23 15:35:17,Basic,Monthly,2024-12-12 15:35:17,Poor Service,331,18205.0,71,1,3,5,2
104739,Patrick Mani,Male,India,Karnataka,2003-12-13,2023-04-09 04:28:22,Regular,2023-11-14 04:28:22,Basic,Monthly,,Active,401,13634.0,33,0,0,5,0
104740,Pallavi Ganesh,Female,India,Tamil Nadu,1967-10-15,2022-12-13 23:27:02,Premium,2023-09-22 23:27:02,Premium,Monthly,,Active,1276,34834.8,34,0,0,5,2
104741,Anay Hayre,Female,India,Maharashtra,1996-01-24,2024-11-17 23:28:12,Regular,2025-08-30 23:28:12,Standard,Annual,,Active,525,8925.0,10,0,0,5,2
104742,Ekalinga Chaudhuri,Male,India,Maharashtra,1979-03-05,2022-02-17 20:06:11,Regular,2022-09-25 20:06:11,Basic,Monthly,2022-03-19 20:06:11,Poor Service,475,11400.0,85,1,2,1,5
104743,Praneel Walla,Male,India,Uttar Pradesh,1974-10-31,2024-08-26 00:01:28,Regular,2025-03-30 00:01:28,Standard,Annual,,Active,848,35616.0,11,0,0,5,0
104744,Turvi Pillay,Female,India,Tamil Nadu,1998-12-13,2022-07-17 18:34:21,Premium,2022-12-05 18:34:21,Premium,Monthly,,Active,1114,23171.2,28,0,0,5,0
104745,Michael Walla,Male,India,Karnataka,1998-07-28,2024-01-05 12:32:44,Regular,2024-12-09 12:32:44,Standard,Annual,,Active,865,12975.0,14,0,0,4,0
104746,Yatan Anand,Male,India,Tamil Nadu,1987-07-24,2023-08-27 08:37:45,Regular,2023-12-28 08:37:45,Basic,Monthly,2023-11-12 08:37:45,Poor Service,392,5488.0,75,1,1,1,3
104747,Onveer Magar,Male,India,Telangana,1997-06-17,2023-04-10 04:36:59,Premium,2024-03-02 04:36:59,Premium,Annual,,Active,1153,61454.9,0,0,0,4,1
104748,Xiti Thaman,Male,India,Karnataka,2003-11-16,2022-04-14 02:09:36,Regular,2023-03-18 02:09:36,Basic,Monthly,,Active,497,16898.0,39,0,0,3,1
104749,Meera Deshmukh,Male,India,Maharashtra,1999-09-03,2024-04-08 08:29:27,Regular,2024-12-27 08:29:27,Standard,Annual,,Active,765,36720.0,10,0,0,4,1
104750,Chanakya Singh,Female,India,Rajasthan,1989-09-11,2022-08-03 14:16:07,Regular,2022-11-05 14:16:07,Standard,Annual,,Active,547,15863.0,30,0,0,4,3
104751,Kevin Khurana,Male,India,Karnataka,1981-11-29,2023-06-11 20:24:22,Premium,2023-11-24 20:24:22,Premium,Annual,,Active,1063,63567.4,15,0,0,5,0
104752,Arya Shere,Male,India,Maharashtra,1983-03-15,2023-10-02 02:34:02,Premium,2024-02-22 02:34:02,Premium,Annual,,Active,1434,29827.2,9,0,0,4,3
104753,Suhani Gill,Female,India,Gujarat,1977-12-06,2024-02-19 23:22:54,Premium,2024-10-04 23:22:54,Premium,Annual,,Active,1030,69628.0,4,0,0,5,0
104754,Yuvraj Edwin,Male,India,Telangana,1981-06-21,2023-09-11 15:27:26,Regular,2023-11-30 15:27:26,Basic,Monthly,,Active,340,13260.0,26,0,0,4,0
104755,Ekalinga Purohit,Female,India,Karnataka,1979-01-10,2022-03-25 06:01:30,Premium,2022-11-27 06:01:30,Premium,Annual,,Active,1403,89371.1,13,0,0,5,3
104756,Aadi Mani,Female,India,Karnataka,1986-01-14,2024-01-18 23:59:35,Regular,2024-03-03 23:59:35,Basic,Annual,,Active,322,18676.0,20,0,0,4,1
104757,Vrishti Rana,Male,India,Karnataka,2003-10-28,2024-10-11 16:14:46,Regular,2025-10-01 16:14:46,Basic,Monthly,,Active,497,14413.0,43,0,0,4,1
104758,Unnati Venkatesh,Female,India,Rajasthan,1970-09-21,2024-06-16 07:28:23,Regular,2025-01-21 07:28:23,Standard,Annual,,Active,505,9595.0,38,0,1,4,1
104759,Nidhi Krishnamurthy,Male,India,Maharashtra,1970-08-19,2024-10-12 08:35:08,Regular,2025-07-02 08:35:08,Standard,Annual,,Active,631,14513.0,38,0,1,4,1
104760,Ojas Thakur,Female,India,Gujarat,1989-09-02,2022-09-04 16:59:18,Regular,2022-11-09 16:59:18,Standard,Annual,,Active,744,30504.0,32,0,2,5,4
104761,Jonathan Bansal,Male,India,Rajasthan,2000-06-10,2024-10-31 22:26:04,Regular,2025-06-02 22:26:04,Standard,Annual,,Active,590,19470.0,30,0,1,3,1
104762,Ethan Pillai,Female,India,Maharashtra,1998-05-04,2022-01-30 13:39:01,Premium,2022-08-20 13:39:01,Premium,Monthly,,Active,913,20177.3,34,0,0,5,2
104763,Jack Sachar,Female,India,Rajasthan,1975-01-29,2022-08-15 09:43:20,Regular,2023-08-11 09:43:20,Basic,Monthly,,Active,313,12833.0,40,0,0,3,0
104764,Keya Mistry,Male,India,Rajasthan,1992-05-22,2022-05-13 23:24:27,Regular,2022-09-07 23:24:27,Basic,Monthly,,Active,303,5757.0,51,0,1,5,1
104765,Arjun Murty,Female,India,Uttar Pradesh,1978-05-18,2023-01-24 20:14:38,Premium,2023-06-28 20:14:38,Premium,Monthly,,Active,1191,89801.40000000001,44,0,1,5,0
104766,Rushil Babu,Female,India,Maharashtra,2002-08-22,2023-08-27 15:57:16,Regular,2024-06-24 15:57:16,Basic,Annual,,Active,430,25370.0,13,0,0,3,1
104767,Radhika Din,Female,India,Tamil Nadu,1973-07-12,2023-10-21 19:22:23,Regular,2024-07-30 19:22:23,Standard,Monthly,2024-04-23 19:22:23,Poor Service,506,20240.0,79,1,0,2,3
104768,Logan Mittal,Male,India,Telangana,2001-10-21,2024-01-06 23:15:48,Regular,2024-11-23 23:15:48,Standard,Monthly,,Active,587,24654.0,55,0,2,4,0
104769,Yash Dhar,Female,India,Rajasthan,1985-03-20,2024-08-27 06:48:40,Regular,2025-07-07 06:48:40,Standard,Annual,,Active,585,9360.0,25,0,0,5,1
104770,Utkarsh Sarna,Male,India,Maharashtra,1969-06-18,2024-05-01 22:24:44,Regular,2025-04-16 22:24:44,Standard,Annual,,Active,895,19690.0,29,0,0,3,1
104771,Vidhi Rastogi,Male,India,Telangana,1969-03-24,2022-03-02 15:07:09,Regular,2022-11-22 15:07:09,Basic,Monthly,,Active,402,11256.0,45,0,0,4,1
104772,Udyati Prabhu,Male,India,Karnataka,2005-11-20,2023-01-15 14:40:39,Premium,2023-09-07 14:40:39,Premium,Monthly,,Active,1281,39967.200000000004,18,0,0,5,0
104773,Ubika De,Male,India,Maharashtra,1985-07-27,2023-03-18 11:49:31,Regular,2023-08-07 11:49:31,Basic,Monthly,,Active,406,12586.0,39,0,1,5,2
104774,Charan Korpal,Female,India,Delhi,1997-03-25,2024-02-07 03:20:19,Regular,2024-11-29 03:20:19,Basic,Monthly,,Active,382,16044.0,53,0,1,4,1
104775,Harrison Merchant,Male,India,Telangana,1980-10-18,2022-04-11 08:38:20,Regular,2022-12-20 08:38:20,Basic,Annual,,Active,390,14430.0,35,0,1,4,1
104776,Chatresh Palla,Female,India,Delhi,1970-03-20,2022-09-27 02:26:48,Regular,2023-07-29 02:26:48,Standard,Annual,2023-04-16 02:26:48,Poor Service,663,25857.0,68,1,0,1,0
104777,Libni Sant,Male,India,Gujarat,1968-12-07,2022-12-23 05:14:02,Regular,2023-08-03 05:14:02,Standard,Monthly,,Active,644,23184.0,50,0,1,4,1
104778,Chaitaly Pant,Male,India,Rajasthan,1978-10-11,2023-06-11 00:39:10,Premium,2023-08-29 00:39:10,Premium,Annual,,Active,1147,87974.90000000001,0,0,0,4,1
104779,Banjeet Srinivas,Male,India,Delhi,1974-01-31,2023-08-26 17:59:27,Regular,2023-11-04 17:59:27,Standard,Monthly,,Active,500,14500.0,57,0,3,4,2
104780,Indira Narula,Male,India,Tamil Nadu,1997-01-25,2024-04-23 11:53:02,Regular,2024-06-01 11:53:02,Standard,Annual,,Active,619,34664.0,11,0,0,4,1
104781,Dayita Toor,Male,India,Karnataka,1995-10-22,2023-05-09 15:11:10,Premium,2023-12-05 15:11:10,Premium,Monthly,,Active,1409,78763.1,34,0,1,4,0
104782,Advay Chaudhuri,Male,India,Delhi,1976-04-09,2023-10-14 08:32:53,Regular,2024-05-07 08:32:53,Standard,Annual,,Active,854,34160.0,25,0,1,5,0
104783,Anamika Bhasin,Female,India,Tamil Nadu,1990-03-01,2024-04-25 15:03:05,Regular,2024-09-09 15:03:05,Standard,Monthly,2025-01-16 15:03:05,Poor Service,548,7672.0,62,1,3,3,1
104784,Yashodhara Kamdar,Male,India,Rajasthan,1991-05-08,2023-11-22 15:19:18,Regular,2024-02-26 15:19:18,Standard,Monthly,2024-04-16 15:19:18,Poor Service,806,37076.0,60,1,3,3,1
104785,Arjun Sen,Male,India,Gujarat,1977-06-19,2023-04-13 04:23:25,Regular,2023-06-17 04:23:25,Basic,Monthly,,Active,375,18375.0,44,0,0,5,1
104786,Gaurika Sharma,Male,India,Telangana,1980-03-26,2023-05-15 14:32:56,Premium,2023-11-27 14:32:56,Premium,Monthly,,Active,934,31569.2,33,0,0,4,1
104787,Eta Mane,Female,India,Maharashtra,1981-10-07,2023-04-17 04:09:44,Regular,2024-03-26 04:09:44,Basic,Annual,,Active,461,6454.0,25,0,0,3,2
104788,Charan Varughese,Female,India,Maharashtra,1973-05-20,2023-08-19 14:38:52,Regular,2024-06-22 14:38:52,Standard,Monthly,2024-08-05 14:38:52,Poor Service,786,25152.0,68,1,0,1,2
104789,Raksha Sura,Male,India,Gujarat,1987-02-24,2023-07-14 00:20:41,Regular,2024-05-17 00:20:41,Standard,Annual,,Active,523,7322.0,45,0,2,4,0
104790,Yoshita Bansal,Male,India,Maharashtra,1988-02-26,2024-10-09 07:37:08,Premium,2025-02-15 07:37:08,Premium,Annual,,Active,1476,88264.8,48,0,0,5,2
104791,Mitesh Purohit,Male,India,Karnataka,1975-03-21,2024-12-21 12:18:16,Premium,2025-10-27 12:18:16,Premium,Annual,,Active,1342,33147.4,8,0,0,4,1
104792,Ria Loke,Female,India,Gujarat,1982-04-29,2024-06-20 10:11:02,Regular,2024-09-17 10:11:02,Standard,Annual,,Active,562,33158.0,17,0,0,4,1
104793,Lucky Hegde,Male,India,Maharashtra,1993-08-28,2022-07-19 17:58:05,Regular,2022-11-27 17:58:05,Standard,Monthly,,Active,555,7770.0,29,0,0,5,2
104794,Leena Majumdar,Male,India,Karnataka,1998-01-15,2023-02-04 19:59:36,Regular,2023-08-13 19:59:36,Basic,Monthly,2023-10-31 19:59:36,Network Issues,301,6622.0,65,1,2,5,2
104795,Thomas Barman,Male,India,Gujarat,1974-01-31,2022-09-22 18:16:11,Regular,2023-03-31 18:16:11,Standard,Annual,,Active,861,50799.0,36,0,1,4,0
104796,Chavvi Arora,Male,India,Gujarat,1970-08-09,2023-10-17 14:02:12,Premium,2024-05-26 14:02:12,Premium,Monthly,,Active,1388,23457.2,30,0,0,4,1
104797,Robert Sahota,Male,India,Rajasthan,1973-08-11,2024-11-19 01:27:34,Premium,2025-10-17 01:27:34,Premium,Monthly,,Active,1077,61604.4,32,0,0,5,1
104798,Omisha Doshi,Female,India,Tamil Nadu,1973-10-27,2023-10-01 17:57:24,Premium,2023-12-02 17:57:24,Premium,Annual,,Active,1148,28355.600000000002,35,0,3,5,1
104799,Aadhya Kade,Male,India,Delhi,1996-01-11,2023-09-23 01:36:51,Regular,2024-08-11 01:36:51,Basic,Monthly,,Active,409,9407.0,34,0,0,4,1
104800,Dominic Gade,Female,India,Rajasthan,1978-11-13,2023-02-19 10:12:12,Premium,2023-08-19 10:12:12,Premium,Annual,,Active,1056,41184.0,49,0,3,5,0
